id,accident_risk
529524,0.13806808
529525,0.27984425
529526,0.113541864
529527,0.41389224
529528,0.5195179
529529,0.3081579
529530,0.4972387
529531,0.26413396
529532,0.3063139
529533,0.3349737
529534,0.17443897
529535,0.16914679
529536,0.7145135
529537,0.079105765
529538,0.13037194
529539,0.48134997
529540,0.5580978
529541,0.22111869
529542,0.39929375
529543,0.34818968
529544,0.34982243
529545,0.27996087
529546,0.3592556
529547,0.5536447
529548,0.4196029
529549,0.30166683
529550,0.22029738
529551,0.19746892
529552,0.35799912
529553,0.23533349
529554,0.055299714
529555,0.112612665
529556,0.44323412
529557,0.467779
529558,0.52970314
529559,0.292008
529560,0.2009515
529561,0.27834007
529562,0.31422353
529563,0.20900719
529564,0.30596504
529565,0.4857478
529566,0.4065408
529567,0.29235286
529568,0.2711379
529569,0.18856426
529570,0.47542137
529571,0.3121793
529572,0.650283
529573,0.7075101
529574,0.44057238
529575,0.5381957
529576,0.17224844
529577,0.12734707
529578,0.56867373
529579,0.24373323
529580,0.5496329
529581,0.22373648
529582,0.20367274
529583,0.23472743
529584,0.54185045
529585,0.10857116
529586,0.114713944
529587,0.3081802
529588,0.45797482
529589,0.22177707
529590,0.27869555
529591,0.18223394
529592,0.303257
529593,0.4215404
529594,0.44327268
529595,0.36936998
529596,0.3290904
529597,0.20478162
529598,0.12563881
529599,0.4428346
529600,0.47154033
529601,0.26059738
529602,0.40573108
529603,0.4367209
529604,0.5019834
529605,0.43758595
529606,0.37062857
529607,0.31944308
529608,0.07902018
529609,0.24894063
529610,0.17180003
529611,0.20959857
529612,0.39496613
529613,0.6648221
529614,0.473332
529615,0.23978752
529616,0.39579716
529617,0.29115173
529618,0.27305153
529619,0.18383425
529620,0.32572576
529621,0.297178
529622,0.550639
529623,0.110628985
529624,0.24976209
529625,0.32190797
529626,0.6567861
529627,0.32580376
529628,0.31086022
529629,0.1682526
529630,0.35275507
529631,0.4717451
529632,0.30908117
529633,0.405489
529634,0.05143412
529635,0.54276997
529636,0.24657997
529637,0.36923406
529638,0.33987698
529639,0.3623745
529640,0.38297695
529641,0.23860581
529642,0.25462526
529643,0.24510257
529644,0.31291902
529645,0.42279902
529646,0.18328264
529647,0.3954013
529648,0.3965124
529649,0.30240223
529650,0.3418852
529651,0.27069965
529652,0.54288304
529653,0.36233163
529654,0.24149823
529655,0.14085521
529656,0.29193515
529657,0.12535451
529658,0.3938429
529659,0.4491176
529660,0.08949178
529661,0.05180558
529662,0.24810214
529663,0.41685954
529664,0.22424212
529665,0.14035161
529666,0.31727296
529667,0.2920928
529668,0.45823002
529669,0.31818548
529670,0.12822744
529671,0.33348152
529672,0.5032398
529673,0.13180006
529674,0.53933734
529675,0.254989
529676,0.050345376
529677,0.2909948
529678,0.4189921
529679,0.43577948
529680,0.3795154
529681,0.477123
529682,0.49146333
529683,0.3274807
529684,0.110450014
529685,0.31143287
529686,0.49967602
529687,0.33381703
529688,0.46117932
529689,0.19952472
529690,0.36595264
529691,0.4610886
529692,0.51257926
529693,0.053243954
529694,0.23418038
529695,0.32043943
529696,0.090570554
529697,0.4708496
529698,0.34843674
529699,0.10742625
529700,0.30466816
529701,0.15854654
529702,0.31109655
529703,0.32411444
529704,0.6153027
529705,0.31685254
529706,0.36028317
529707,0.4839987
529708,0.36337194
529709,0.3575712
529710,0.4950135
529711,0.29996163
529712,0.07529052
529713,0.47835216
529714,0.55189186
529715,0.29277793
529716,0.2817789
529717,0.26631495
529718,0.54769987
529719,0.6468331
529720,0.36614087
529721,0.41920695
529722,0.77571404
529723,0.33487597
529724,0.606892
529725,0.7272747
529726,0.4030523
529727,0.25567564
529728,0.21947753
529729,0.4288458
529730,0.35682485
529731,0.367893
529732,0.345723
529733,0.40987873
529734,0.0613044
529735,0.28935602
529736,0.40086803
529737,0.7306491
529738,0.2680504
529739,0.20161039
529740,0.38626406
529741,0.40904528
529742,0.10749609
529743,0.304421
529744,0.3240971
529745,0.33281875
529746,0.25007218
529747,0.17275083
529748,0.1293928
529749,0.15829322
529750,0.24758627
529751,0.4961211
529752,0.63120425
529753,0.43094355
529754,0.33779487
529755,0.39562628
529756,0.44461057
529757,0.54098153
529758,0.6549057
529759,0.2735575
529760,0.29244885
529761,0.12850271
529762,0.39983803
529763,0.38271356
529764,0.46808493
529765,0.5413926
529766,0.25295326
529767,0.48208913
529768,0.037555892
529769,0.23116136
529770,0.24721466
529771,0.40296614
529772,0.48761925
529773,0.5378451
529774,0.38328484
529775,0.372468
529776,0.57533216
529777,0.075844504
529778,0.15569344
529779,0.7956276
529780,0.27273136
529781,0.22450577
529782,0.3204696
529783,0.5013653
529784,0.42563275
529785,0.41957232
529786,0.3013986
529787,0.3815681
529788,0.36026025
529789,0.31196463
529790,0.35981226
529791,0.32418978
529792,0.2755505
529793,0.39027002
529794,0.13450134
529795,0.19819714
529796,0.4168955
529797,0.44497275
529798,0.19579804
529799,0.4796049
529800,0.41528693
529801,0.10299207
529802,0.44777447
529803,0.82058614
529804,0.090917915
529805,0.3463569
529806,0.2935504
529807,0.55033463
529808,0.37703845
529809,0.10326939
529810,0.06513915
529811,0.49259356
529812,0.261692
529813,0.36414605
529814,0.51743346
529815,0.22267908
529816,0.35569173
529817,0.44449073
529818,0.5311203
529819,0.17708452
529820,0.38050577
529821,0.35507324
529822,0.39206994
529823,0.28218752
529824,0.62159014
529825,0.1579534
529826,0.15478803
529827,0.23816933
529828,0.3654131
529829,0.24400485
529830,0.4757783
529831,0.5117569
529832,0.12794468
529833,0.1265231
529834,0.42410886
529835,0.47810474
529836,0.35549694
529837,0.6984496
529838,0.1761357
529839,0.4850322
529840,0.17656209
529841,0.46800163
529842,0.50678504
529843,0.05660349
529844,0.4727299
529845,0.05572118
529846,0.40962505
529847,0.4095117
529848,0.32257298
529849,0.23967329
529850,0.403336
529851,0.12984903
529852,0.3107563
529853,0.3402079
529854,0.32134923
529855,0.5658075
529856,0.23665312
529857,0.1558578
529858,0.15423718
529859,0.30096
529860,0.30887216
529861,0.42831376
529862,0.33572865
529863,0.37013447
529864,0.3393507
529865,0.49064654
529866,0.09033033
529867,0.651091
529868,0.208011
529869,0.13997546
529870,0.57064134
529871,0.43289244
529872,0.35100922
529873,0.5147988
529874,0.12268936
529875,0.31395778
529876,0.16310313
529877,0.34981295
529878,0.35238215
529879,0.319859
529880,0.47017097
529881,0.20078534
529882,0.4094479
529883,0.6262448
529884,0.2989362
529885,0.06287233
529886,0.5433936
529887,0.41821915
529888,0.13084365
529889,0.42339
529890,0.36544394
529891,0.41887045
529892,0.7669219
529893,0.29247713
529894,0.49461702
529895,0.85646766
529896,0.40470344
529897,0.42395332
529898,0.055232465
529899,0.10732979
529900,0.36514434
529901,0.22584026
529902,0.30191654
529903,0.5512299
529904,0.13713513
529905,0.4689052
529906,0.540309
529907,0.223556
529908,0.39655545
529909,0.2541436
529910,0.39330631
529911,0.4837133
529912,0.15870687
529913,0.31413367
529914,0.29203713
529915,0.52790385
529916,0.33909976
529917,0.3382673
529918,0.388595
529919,0.482724
529920,0.34686735
529921,0.54844576
529922,0.45607543
529923,0.28765908
529924,0.32479107
529925,0.33191818
529926,0.23639989
529927,0.086336665
529928,0.35256943
529929,0.49668497
529930,0.18555635
529931,0.22334261
529932,0.092787206
529933,0.50927716
529934,0.31857184
529935,0.36828938
529936,0.29306754
529937,0.6313487
529938,0.4971359
529939,0.7387492
529940,0.29768366
529941,0.63413733
529942,0.27968636
529943,0.30493456
529944,0.28105518
529945,0.34269592
529946,0.7055721
529947,0.15868315
529948,0.82405263
529949,0.3727419
529950,0.3103547
529951,0.16170554
529952,0.22457145
529953,0.57947373
529954,0.44867313
529955,0.24138686
529956,0.3641376
529957,0.297379
529958,0.5371138
529959,0.27660218
529960,0.27068266
529961,0.53216034
529962,0.57032067
529963,0.31078675
529964,0.3722419
529965,0.27607095
529966,0.14901204
529967,0.26853484
529968,0.16221926
529969,0.42307457
529970,0.3389788
529971,0.2247166
529972,0.49506694
529973,0.67199403
529974,0.124816574
529975,0.24946551
529976,0.29328582
529977,0.35854363
529978,0.48850673
529979,0.69182634
529980,0.36558536
529981,0.28131714
529982,0.74155796
529983,0.3290772
529984,0.36334914
529985,0.41587055
529986,0.22942257
529987,0.2863543
529988,0.42798287
529989,0.052596778
529990,0.28118625
529991,0.3030868
529992,0.228511
529993,0.37544248
529994,0.17951712
529995,0.47744486
529996,0.41674003
529997,0.32269654
529998,0.4128527
529999,0.49867916
530000,0.116836704
530001,0.37519085
530002,0.13197953
530003,0.5146942
530004,0.4100399
530005,0.42139915
530006,0.32900748
530007,0.32326335
530008,0.15551347
530009,0.45783663
530010,0.43057293
530011,0.25804022
530012,0.31518403
530013,0.22600338
530014,0.28766906
530015,0.29623607
530016,0.26633108
530017,0.19187
530018,0.3784192
530019,0.3328063
530020,0.31629074
530021,0.36436832
530022,0.71345764
530023,0.40239838
530024,0.3939747
530025,0.27474144
530026,0.5040453
530027,0.4744158
530028,0.4235373
530029,0.35617682
530030,0.12685378
530031,0.28856677
530032,0.3598942
530033,0.11099904
530034,0.3180071
530035,0.33053058
530036,0.22216351
530037,0.57190436
530038,0.22007746
530039,0.45534605
530040,0.7049867
530041,0.47102824
530042,0.26767766
530043,0.458675
530044,0.24553284
530045,0.38125187
530046,0.289504
530047,0.36699453
530048,0.80738825
530049,0.28300267
530050,0.12990054
530051,0.4589408
530052,0.22651862
530053,0.21271643
530054,0.33054313
530055,0.19011346
530056,0.2730828
530057,0.26589036
530058,0.22843555
530059,0.20246671
530060,0.11003418
530061,0.42568767
530062,0.65572417
530063,0.31292868
530064,0.4957724
530065,0.32586136
530066,0.15425445
530067,0.2795444
530068,0.5650518
530069,0.33950898
530070,0.55206877
530071,0.0460431
530072,0.33619896
530073,0.13414551
530074,0.4374371
530075,0.30631483
530076,0.37215027
530077,0.15452898
530078,0.29520428
530079,0.3119491
530080,0.1737129
530081,0.22470541
530082,0.40854207
530083,0.45238692
530084,0.36579087
530085,0.042148612
530086,0.22368965
530087,0.32367504
530088,0.31593105
530089,0.12877572
530090,0.109868884
530091,0.2467514
530092,0.33682427
530093,0.64777505
530094,0.28182513
530095,0.29281807
530096,0.14576887
530097,0.12551846
530098,0.3952835
530099,0.46145174
530100,0.549777
530101,0.27158603
530102,0.2774657
530103,0.30116904
530104,0.39808047
530105,0.3012209
530106,0.3404595
530107,0.3738883
530108,0.33394137
530109,0.3133335
530110,0.05373185
530111,0.18197277
530112,0.103614934
530113,0.3331333
530114,0.68219113
530115,0.1092319
530116,0.41842183
530117,0.40753916
530118,0.36833385
530119,0.16295986
530120,0.10974491
530121,0.055857316
530122,0.26315486
530123,0.3468536
530124,0.30657426
530125,0.32098618
530126,0.31707075
530127,0.8032197
530128,0.33030188
530129,0.5817913
530130,0.54850686
530131,0.30949453
530132,0.36353725
530133,0.3659081
530134,0.29290304
530135,0.43878016
530136,0.27656403
530137,0.15721247
530138,0.28965142
530139,0.16646191
530140,0.28241575
530141,0.30701748
530142,0.23345692
530143,0.3280063
530144,0.35702044
530145,0.425979
530146,0.11299348
530147,0.32268164
530148,0.26194713
530149,0.086418584
530150,0.46540713
530151,0.46039042
530152,0.31366035
530153,0.17300057
530154,0.13808088
530155,0.4184261
530156,0.44997227
530157,0.23761864
530158,0.12488731
530159,0.49116203
530160,0.26175758
530161,0.50666255
530162,0.40895933
530163,0.39839926
530164,0.29120004
530165,0.70304227
530166,0.12860337
530167,0.45078832
530168,0.2195847
530169,0.12843218
530170,0.20696563
530171,0.55876994
530172,0.24539869
530173,0.41502872
530174,0.2860212
530175,0.40825325
530176,0.2804011
530177,0.21887748
530178,0.2887361
530179,0.41089985
530180,0.331353
530181,0.49891567
530182,0.07549855
530183,0.7184922
530184,0.32986376
530185,0.18254322
530186,0.3298866
530187,0.34645128
530188,0.33204025
530189,0.24457954
530190,0.41893616
530191,0.36398372
530192,0.3766777
530193,0.5620577
530194,0.21064492
530195,0.32211295
530196,0.37241027
530197,0.40953648
530198,0.37121764
530199,0.23014821
530200,0.1832332
530201,0.23985945
530202,0.5085033
530203,0.28546005
530204,0.3707983
530205,0.20214841
530206,0.09155251
530207,0.4443632
530208,0.6529468
530209,0.6261232
530210,0.47730345
530211,0.14395261
530212,0.35917303
530213,0.29948363
530214,0.29894823
530215,0.3204997
530216,0.093074284
530217,0.46976778
530218,0.64542454
530219,0.17253539
530220,0.4839899
530221,0.45642093
530222,0.47610196
530223,0.2542064
530224,0.31159747
530225,0.23013124
530226,0.25451857
530227,0.6952506
530228,0.47290444
530229,0.32868764
530230,0.18308729
530231,0.2736556
530232,0.34580943
530233,0.50155413
530234,0.61981
530235,0.24660264
530236,0.11147484
530237,0.32624257
530238,0.35417914
530239,0.34054905
530240,0.3060848
530241,0.39866334
530242,0.35471886
530243,0.38988718
530244,0.2169131
530245,0.50346017
530246,0.2202503
530247,0.2929092
530248,0.35416403
530249,0.31968442
530250,0.4597174
530251,0.07947322
530252,0.40032703
530253,0.30455703
530254,0.12545374
530255,0.730145
530256,0.16348419
530257,0.37954685
530258,0.21975575
530259,0.38540223
530260,0.39027527
530261,0.66962105
530262,0.22602138
530263,0.5663341
530264,0.4145323
530265,0.5755783
530266,0.3297163
530267,0.31044972
530268,0.4668659
530269,0.3847808
530270,0.13309526
530271,0.12691547
530272,0.40595895
530273,0.31118694
530274,0.7253396
530275,0.22662687
530276,0.5872951
530277,0.4174875
530278,0.7435886
530279,0.2255444
530280,0.30133265
530281,0.2827826
530282,0.26349908
530283,0.12951009
530284,0.41887775
530285,0.40834785
530286,0.32366967
530287,0.30154073
530288,0.36445352
530289,0.39763626
530290,0.31367356
530291,0.18555132
530292,0.09636626
530293,0.16853318
530294,0.45329335
530295,0.56020904
530296,0.57866985
530297,0.1803302
530298,0.4286964
530299,0.4526609
530300,0.534649
530301,0.32489738
530302,0.42499018
530303,0.5409472
530304,0.45450905
530305,0.23540418
530306,0.4961793
530307,0.08955687
530308,0.29237688
530309,0.17514335
530310,0.17313062
530311,0.30821592
530312,0.3539611
530313,0.42238507
530314,0.5785934
530315,0.5747708
530316,0.73477066
530317,0.49876583
530318,0.12447048
530319,0.45401177
530320,0.35090044
530321,0.23796517
530322,0.5516659
530323,0.18741436
530324,0.46527618
530325,0.36971173
530326,0.33343437
530327,0.2606135
530328,0.36183727
530329,0.1866427
530330,0.36834374
530331,0.195873
530332,0.2757922
530333,0.2910083
530334,0.20884936
530335,0.36310437
530336,0.421782
530337,0.5278887
530338,0.38555035
530339,0.29275152
530340,0.044611942
530341,0.19416413
530342,0.35036758
530343,0.27482945
530344,0.08886658
530345,0.5001576
530346,0.4190572
530347,0.28186598
530348,0.5236325
530349,0.41716743
530350,0.12830861
530351,0.3173004
530352,0.3242566
530353,0.1924511
530354,0.28823376
530355,0.35622507
530356,0.42773053
530357,0.4270089
530358,0.6252948
530359,0.29782712
530360,0.42040956
530361,0.31057405
530362,0.4198694
530363,0.34694055
530364,0.5079245
530365,0.5680783
530366,0.46846932
530367,0.18634044
530368,0.37622425
530369,0.188856
530370,0.11028923
530371,0.37661648
530372,0.52225065
530373,0.47482198
530374,0.18436068
530375,0.3652713
530376,0.30415434
530377,0.4501607
530378,0.43487787
530379,0.34380695
530380,0.53185797
530381,0.481151
530382,0.1539928
530383,0.41087776
530384,0.42475465
530385,0.56274974
530386,0.59762204
530387,0.034323912
530388,0.17069359
530389,0.14892976
530390,0.3381742
530391,0.2780739
530392,0.36287174
530393,0.27027896
530394,0.46654245
530395,0.264418
530396,0.4527321
530397,0.35896036
530398,0.37228596
530399,0.41569284
530400,0.46639162
530401,0.12716572
530402,0.41396147
530403,0.24221231
530404,0.37856483
530405,0.13876987
530406,0.67379427
530407,0.20689777
530408,0.31143522
530409,0.1302429
530410,0.4757913
530411,0.4281985
530412,0.40637833
530413,0.49509957
530414,0.3174424
530415,0.09093201
530416,0.49503088
530417,0.5673418
530418,0.09257961
530419,0.58282197
530420,0.36965507
530421,0.4509388
530422,0.32865736
530423,0.50515956
530424,0.41891903
530425,0.2815238
530426,0.33357835
530427,0.3970039
530428,0.3160275
530429,0.16337535
530430,0.60335386
530431,0.33018056
530432,0.34441215
530433,0.49596518
530434,0.202832
530435,0.381824
530436,0.3689982
530437,0.499382
530438,0.33095515
530439,0.24727994
530440,0.34225225
530441,0.32813317
530442,0.38057068
530443,0.33350286
530444,0.24290316
530445,0.15654455
530446,0.43306568
530447,0.39859048
530448,0.3108797
530449,0.12696889
530450,0.35817188
530451,0.37381333
530452,0.41214496
530453,0.5624331
530454,0.38831317
530455,0.4450782
530456,0.4721282
530457,0.036054093
530458,0.22077906
530459,0.2637231
530460,0.38305685
530461,0.3619838
530462,0.5149009
530463,0.12932257
530464,0.44814822
530465,0.3624716
530466,0.4197286
530467,0.34169188
530468,0.18062465
530469,0.5074413
530470,0.35297978
530471,0.23981176
530472,0.3825142
530473,0.32472098
530474,0.13053365
530475,0.29116225
530476,0.69360477
530477,0.5332551
530478,0.2617976
530479,0.50990325
530480,0.18740706
530481,0.4715414
530482,0.2429696
530483,0.3901705
530484,0.20508182
530485,0.29717848
530486,0.31681162
530487,0.4701835
530488,0.4037172
530489,0.26940963
530490,0.4762525
530491,0.055725824
530492,0.102914974
530493,0.35085827
530494,0.3854203
530495,0.4175435
530496,0.266648
530497,0.42375168
530498,0.6495138
530499,0.2789691
530500,0.6223875
530501,0.464686
530502,0.45199743
530503,0.41041023
530504,0.35250488
530505,0.2824063
530506,0.10830988
530507,0.37833843
530508,0.22275116
530509,0.3695331
530510,0.3351311
530511,0.22801146
530512,0.22449794
530513,0.41308007
530514,0.3208853
530515,0.62135017
530516,0.30959556
530517,0.63758725
530518,0.33991992
530519,0.24459513
530520,0.19607627
530521,0.057475604
530522,0.11795884
530523,0.3290195
530524,0.12570123
530525,0.12942661
530526,0.81419504
530527,0.2725206
530528,0.46567327
530529,0.16548686
530530,0.49372298
530531,0.56918937
530532,0.24129647
530533,0.39146578
530534,0.49528667
530535,0.41016036
530536,0.4342685
530537,0.3159321
530538,0.24628921
530539,0.034180336
530540,0.21339694
530541,0.2792003
530542,0.10993881
530543,0.34084222
530544,0.15525073
530545,0.48766077
530546,0.4107497
530547,0.18301508
530548,0.48372984
530549,0.22947805
530550,0.18870664
530551,0.39081988
530552,0.30327716
530553,0.4502017
530554,0.40649185
530555,0.28709006
530556,0.378396
530557,0.47376114
530558,0.16206217
530559,0.30279148
530560,0.29607868
530561,0.37518653
530562,0.08571721
530563,0.20163724
530564,0.09452918
530565,0.34952316
530566,0.43151614
530567,0.35862273
530568,0.34291068
530569,0.36743262
530570,0.3365455
530571,0.74771625
530572,0.46663222
530573,0.4816738
530574,0.58770925
530575,0.071308106
530576,0.56980884
530577,0.4657339
530578,0.08818984
530579,0.22986105
530580,0.22869553
530581,0.08916356
530582,0.33896908
530583,0.42748386
530584,0.33198458
530585,0.1340636
530586,0.038362745
530587,0.5175619
530588,0.33879402
530589,0.7030201
530590,0.2457874
530591,0.66456985
530592,0.419869
530593,0.42448533
530594,0.36909166
530595,0.27056456
530596,0.34039932
530597,0.39709327
530598,0.31574818
530599,0.5642361
530600,0.3359101
530601,0.24752027
530602,0.71503437
530603,0.13253126
530604,0.45745772
530605,0.33348024
530606,0.31334245
530607,0.18014051
530608,0.47816828
530609,0.35602474
530610,0.3805736
530611,0.12724714
530612,0.50097275
530613,0.20156108
530614,0.17035596
530615,0.287165
530616,0.6670249
530617,0.41308
530618,0.69483215
530619,0.3809329
530620,0.12480639
530621,0.49876732
530622,0.22651967
530623,0.262693
530624,0.45589808
530625,0.06264914
530626,0.10484247
530627,0.12785062
530628,0.18836977
530629,0.35259226
530630,0.32866898
530631,0.09858264
530632,0.31323576
530633,0.5591547
530634,0.6294917
530635,0.43037176
530636,0.13091151
530637,0.32951975
530638,0.42021132
530639,0.29485947
530640,0.47972932
530641,0.41388553
530642,0.47237888
530643,0.503546
530644,0.27468687
530645,0.47924984
530646,0.17024033
530647,0.22095698
530648,0.6169538
530649,0.5674199
530650,0.33793896
530651,0.5526898
530652,0.0369167
530653,0.21737285
530654,0.3139058
530655,0.70664877
530656,0.32516983
530657,0.331517
530658,0.49800748
530659,0.7535859
530660,0.30810043
530661,0.38077515
530662,0.4788119
530663,0.43192708
530664,0.2807197
530665,0.5639631
530666,0.5428642
530667,0.2020788
530668,0.3804616
530669,0.28365442
530670,0.37745172
530671,0.22862168
530672,0.17624825
530673,0.30287436
530674,0.3361016
530675,0.48292634
530676,0.646773
530677,0.28925595
530678,0.14493306
530679,0.41332766
530680,0.26962414
530681,0.31286806
530682,0.36120877
530683,0.32137117
530684,0.33753648
530685,0.4149642
530686,0.09327123
530687,0.54291445
530688,0.30114934
530689,0.39946276
530690,0.5563959
530691,0.21682462
530692,0.46629584
530693,0.36376566
530694,0.36075372
530695,0.31173745
530696,0.28035837
530697,0.29508495
530698,0.40799353
530699,0.33381513
530700,0.2784755
530701,0.29660058
530702,0.18504699
530703,0.73437333
530704,0.050337415
530705,0.37721917
530706,0.53687614
530707,0.18577047
530708,0.20649767
530709,0.18104516
530710,0.58764535
530711,0.17386405
530712,0.24059075
530713,0.48408264
530714,0.15966202
530715,0.22084267
530716,0.19875062
530717,0.2817483
530718,0.2446548
530719,0.5919522
530720,0.29296377
530721,0.5607494
530722,0.2458332
530723,0.32577732
530724,0.45041254
530725,0.3642814
530726,0.32665005
530727,0.29907876
530728,0.29658395
530729,0.43776378
530730,0.21284576
530731,0.3381494
530732,0.49390274
530733,0.36961627
530734,0.51066494
530735,0.45859072
530736,0.30092874
530737,0.57957995
530738,0.32995698
530739,0.23654424
530740,0.5067909
530741,0.3354143
530742,0.2255762
530743,0.21927816
530744,0.30991113
530745,0.30392236
530746,0.48909816
530747,0.65083945
530748,0.5592318
530749,0.34252512
530750,0.11329874
530751,0.29683873
530752,0.46282187
530753,0.2896948
530754,0.12656583
530755,0.28906712
530756,0.3086044
530757,0.29110935
530758,0.28859445
530759,0.46727064
530760,0.46857265
530761,0.28920335
530762,0.32953778
530763,0.54050183
530764,0.41609544
530765,0.34778985
530766,0.32156956
530767,0.29579556
530768,0.52210534
530769,0.14133132
530770,0.5937555
530771,0.65445006
530772,0.17327376
530773,0.3355187
530774,0.18663184
530775,0.3835567
530776,0.41664207
530777,0.23119164
530778,0.7702139
530779,0.27070186
530780,0.31818578
530781,0.28945377
530782,0.18537621
530783,0.30074558
530784,0.25749946
530785,0.46875677
530786,0.20054884
530787,0.3231668
530788,0.3191251
530789,0.29144707
530790,0.4685949
530791,0.31725165
530792,0.16035484
530793,0.80234236
530794,0.5593188
530795,0.36952412
530796,0.32567403
530797,0.1917444
530798,0.310529
530799,0.12703262
530800,0.03842008
530801,0.17623116
530802,0.15748389
530803,0.31574646
530804,0.20679125
530805,0.37755552
530806,0.053078983
530807,0.18265092
530808,0.182457
530809,0.76225835
530810,0.46829727
530811,0.1524914
530812,0.15381953
530813,0.44528988
530814,0.24364254
530815,0.35429
530816,0.36442572
530817,0.1850678
530818,0.48311874
530819,0.3478964
530820,0.3285844
530821,0.11466797
530822,0.40595895
530823,0.1265218
530824,0.2334416
530825,0.3007972
530826,0.66722506
530827,0.10427375
530828,0.1372826
530829,0.4171645
530830,0.5645716
530831,0.25234908
530832,0.562931
530833,0.49247697
530834,0.23381759
530835,0.30384788
530836,0.47039685
530837,0.22023278
530838,0.20744719
530839,0.33333877
530840,0.5261054
530841,0.70852625
530842,0.3504809
530843,0.3505141
530844,0.35220325
530845,0.36271417
530846,0.46260187
530847,0.5047779
530848,0.3291739
530849,0.21721646
530850,0.37500522
530851,0.3242874
530852,0.33163708
530853,0.49516296
530854,0.1700637
530855,0.4790685
530856,0.3420188
530857,0.52239925
530858,0.16809973
530859,0.3520069
530860,0.28754327
530861,0.4737186
530862,0.3062185
530863,0.39153948
530864,0.20093836
530865,0.21273024
530866,0.10859545
530867,0.05233125
530868,0.41505077
530869,0.24654283
530870,0.37689117
530871,0.25908312
530872,0.5478338
530873,0.18468566
530874,0.8486314
530875,0.430317
530876,0.27681136
530877,0.5590272
530878,0.44284305
530879,0.18163313
530880,0.09135751
530881,0.32642078
530882,0.72412115
530883,0.18410067
530884,0.08128951
530885,0.3927127
530886,0.17562076
530887,0.06669748
530888,0.3445255
530889,0.54370373
530890,0.35414144
530891,0.31349322
530892,0.15737605
530893,0.35967213
530894,0.29279184
530895,0.35443294
530896,0.44276676
530897,0.6994603
530898,0.31484798
530899,0.29458052
530900,0.5568375
530901,0.63573474
530902,0.58405983
530903,0.26825342
530904,0.29112762
530905,0.32630742
530906,0.34497437
530907,0.2283267
530908,0.12691258
530909,0.09072792
530910,0.18077892
530911,0.26702023
530912,0.46960956
530913,0.21978696
530914,0.55219233
530915,0.57373035
530916,0.12911531
530917,0.17611848
530918,0.041971825
530919,0.037217323
530920,0.30126622
530921,0.64765763
530922,0.35781458
530923,0.4725967
530924,0.10623164
530925,0.52211225
530926,0.3472003
530927,0.36426812
530928,0.6293935
530929,0.18108447
530930,0.31914592
530931,0.39131832
530932,0.3887752
530933,0.30118114
530934,0.16741915
530935,0.266506
530936,0.4107402
530937,0.21901585
530938,0.24255608
530939,0.07925707
530940,0.5284437
530941,0.57104486
530942,0.27596876
530943,0.33811456
530944,0.7103858
530945,0.48210147
530946,0.5259367
530947,0.27761558
530948,0.35680863
530949,0.6759436
530950,0.2970494
530951,0.47836703
530952,0.31269887
530953,0.2678784
530954,0.28770941
530955,0.2582248
530956,0.49668694
530957,0.27098954
530958,0.34183222
530959,0.1382396
530960,0.31107554
530961,0.22282003
530962,0.05281501
530963,0.6494667
530964,0.35620892
530965,0.27179047
530966,0.24189912
530967,0.6480924
530968,0.638167
530969,0.28875685
530970,0.56941587
530971,0.52785206
530972,0.44187582
530973,0.56607777
530974,0.30303404
530975,0.35403523
530976,0.4472619
530977,0.0906526
530978,0.81392723
530979,0.11353045
530980,0.12875707
530981,0.2706676
530982,0.47072488
530983,0.48868892
530984,0.41568887
530985,0.43711206
530986,0.040184148
530987,0.32292548
530988,0.5000548
530989,0.72473794
530990,0.49491352
530991,0.61487883
530992,0.6419792
530993,0.41776687
530994,0.22655411
530995,0.1767169
530996,0.47158718
530997,0.35054177
530998,0.5578017
530999,0.30647516
531000,0.12586714
531001,0.7423162
531002,0.32438132
531003,0.46793103
531004,0.5425984
531005,0.34738445
531006,0.46763283
531007,0.12079635
531008,0.2143729
531009,0.3260154
531010,0.52566195
531011,0.08247276
531012,0.24654181
531013,0.35545516
531014,0.19906972
531015,0.27624926
531016,0.6729466
531017,0.34926608
531018,0.22312582
531019,0.3787536
531020,0.32190773
531021,0.3527799
531022,0.3538797
531023,0.3424541
531024,0.3726846
531025,0.32470018
531026,0.4843169
531027,0.1285282
531028,0.16491506
531029,0.504075
531030,0.17903693
531031,0.23761028
531032,0.19459508
531033,0.40054238
531034,0.22031254
531035,0.4996311
531036,0.35795966
531037,0.18659389
531038,0.35485387
531039,0.22482961
531040,0.3709111
531041,0.43947303
531042,0.2702961
531043,0.32899505
531044,0.28125143
531045,0.55806375
531046,0.35406035
531047,0.33299842
531048,0.264051
531049,0.4513969
531050,0.39041656
531051,0.40276742
531052,0.42103222
531053,0.3233459
531054,0.30554456
531055,0.4151683
531056,0.2046387
531057,0.11330066
531058,0.22270559
531059,0.47044858
531060,0.58512723
531061,0.24740736
531062,0.6905618
531063,0.2750104
531064,0.27863207
531065,0.28300217
531066,0.30780968
531067,0.26108333
531068,0.48427382
531069,0.2793336
531070,0.22985499
531071,0.34459215
531072,0.49185243
531073,0.3576339
531074,0.46543178
531075,0.19687584
531076,0.15047501
531077,0.14557771
531078,0.6498179
531079,0.26141834
531080,0.29710826
531081,0.3763716
531082,0.35876584
531083,0.5461085
531084,0.31138024
